rownames,id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
2211,3778,0,1,12,29,7.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,538,0,34.0,102.0,4.0,1.0,11,6.287858486175537,121
2212,3779,0,1,17,34,8.0,12.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,938,0,49.0,,1.0,1.0,11,6.84375,121
2213,3782,0,1,11,25,8.0,9.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,300,0,26.0,91.0,1.0,0.0,8,5.703782558441162,64
2214,3783,0,1,11,32,2.0,1.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,781,1,31.0,,1.0,0.0,15,6.660574913024902,225
2215,3784,0,1,8,34,3.0,2.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,650,0,33.0,,4.0,0.0,20,6.476972579956055,400
2216,3785,0,1,18,29,12.0,12.0,509782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,996,0,41.0,131.0,1.0,1.0,5,6.903747081756592,25
2217,3786,0,1,17,28,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,582,0,37.0,107.0,1.0,1.0,5,6.3664703369140625,25
2218,3787,0,1,16,26,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,231,0,23.0,126.0,1.0,1.0,4,5.442417621612549,16
2219,3788,0,1,16,25,12.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,539,0,32.0,107.0,1.0,1.0,3,6.289715766906738,9
2220,3792,0,1,15,34,8.0,8.0,139101,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,628,0,49.0,92.0,1.0,1.0,13,6.442540168762207,169
2221,3793,0,1,12,28,,,97090,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,674,0,30.0,,1.0,1.0,10,6.513230323791504,100
2222,3794,0,1,16,27,12.0,12.0,95189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,231,0,32.0,92.0,1.0,1.0,5,5.442417621612549,25
2223,3795,0,1,18,29,12.0,12.0,124352,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,716,0,40.0,119.0,1.0,1.0,5,6.573680400848389,25
2224,3798,1,1,13,24,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,286,0,32.0,,6.0,1.0,5,5.655992031097412,25
2225,3799,1,1,15,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,500,0,41.0,76.0,1.0,1.0,5,6.214608192443848,25
2226,3800,1,1,16,27,,,432678,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,312,0,40.0,,6.0,1.0,5,5.7430033683776855,25
2227,3804,1,1,11,25,10.0,10.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,200,0,24.0,107.0,6.0,1.0,8,5.2983174324035645,64
2228,3809,1,1,16,33,12.0,9.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1106,0,,111.0,1.0,1.0,11,7.008505344390869,121
2229,3810,1,1,12,29,11.0,11.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,583,1,25.0,92.0,1.0,1.0,11,6.368186950683594,121
2230,3812,1,1,16,30,8.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,404,0,46.0,115.0,6.0,1.0,8,6.001414775848389,64
2231,3813,1,1,13,25,12.0,,378554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,618,1,37.0,114.0,1.0,0.0,6,6.426488399505615,36
2232,3815,1,1,16,27,10.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,277,0,41.0,123.0,1.0,1.0,5,5.624017715454102,25
2233,3816,1,1,17,25,12.0,11.0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,962,0,32.0,107.0,1.0,1.0,2,6.869014263153076,4
2234,3817,1,1,15,30,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,692,1,47.0,107.0,1.0,1.0,9,6.539586067199707,81
2235,3818,1,1,12,28,8.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,563,0,43.0,105.0,1.0,1.0,10,6.333279609680176,100
2236,3821,1,1,8,33,3.0,5.0,418230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1336,0,40.0,,1.0,0.0,19,7.19743537902832,361
2237,3822,1,1,14,31,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,673,0,44.0,111.0,1.0,0.0,11,6.511745452880859,121
2238,3823,1,1,16,32,,11.0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,856,0,41.0,107.0,1.0,1.0,10,6.752270221710205,100
2239,3824,1,1,16,32,8.0,4.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,260,1,40.0,117.0,6.0,1.0,10,5.5606818199157715,100
2240,3825,1,1,15,28,8.0,4.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,575,0,42.0,116.0,1.0,1.0,7,6.3543701171875,49
2241,3828,1,1,13,24,2.0,8.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,626,0,40.0,108.0,1.0,0.0,5,6.439350605010986,25
2242,3830,1,1,12,32,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1443,0,47.0,115.0,1.0,0.0,14,7.274479389190674,196
2243,3831,1,1,14,28,6.0,11.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,336,0,31.0,101.0,1.0,1.0,8,5.817111015319824,64
2244,3832,1,1,12,27,6.0,11.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,30.0,98.0,1.0,1.0,9,6.357842445373535,81
2245,3836,1,1,13,24,8.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,480,0,30.0,,1.0,1.0,5,6.173786163330078,25
2246,3837,1,1,15,28,16.0,0.0,399926,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,250,0,42.0,87.0,1.0,1.0,7,5.521461009979248,49
2247,3840,0,1,11,24,12.0,9.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,479,0,27.0,,1.0,1.0,7,6.171700477600098,49
2248,3842,0,1,15,34,,,376407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1038,0,43.0,95.0,1.0,1.0,13,6.945051193237305,169
2249,3843,0,1,18,33,13.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1090,0,48.0,114.0,1.0,1.0,9,6.993933200836182,81
2250,3845,0,1,18,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,462,0,40.0,116.0,1.0,1.0,2,6.135564804077148,4
2251,3846,0,1,12,32,,12.0,376407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,625,0,41.0,90.0,1.0,1.0,14,6.437751770019531,196
2252,3847,0,1,16,25,5.0,8.0,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,817,0,38.0,115.0,1.0,1.0,3,6.705638885498047,9
2253,3849,0,1,14,28,17.0,4.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,361,0,40.0,113.0,1.0,1.0,8,5.888877868652344,64
2254,3852,0,1,12,27,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,320,1,35.0,87.0,1.0,0.0,9,5.7683210372924805,81
2255,3855,0,1,16,32,7.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,347,1,32.0,91.0,4.0,1.0,10,5.849324703216553,100
2256,3856,1,0,12,30,,,565236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,861,0,39.0,86.0,4.0,1.0,12,6.758094310760498,144
2257,3858,1,0,10,26,2.0,2.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,282,0,16.0,90.0,1.0,1.0,10,5.641907215118408,100
2258,3859,1,0,12,24,17.0,14.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,699,0,33.0,125.0,5.0,0.0,6,6.5496506690979,36
2259,3860,1,0,12,24,11.0,10.0,378554,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,615,0,26.0,107.0,1.0,1.0,6,6.421622276306152,36
2260,3863,1,0,11,25,8.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,433,0,35.0,88.0,6.0,1.0,8,6.070737838745117,64
2261,3865,1,1,16,25,12.0,12.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,534,0,28.0,117.0,6.0,1.0,3,6.280395984649658,9
2262,3867,1,1,16,26,12.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625,0,31.0,92.0,6.0,1.0,4,6.437751770019531,16
2263,3869,1,1,18,26,10.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,43.0,122.0,4.0,1.0,2,6.357842445373535,4
2264,3870,1,1,12,24,10.0,12.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,843,0,26.0,98.0,6.0,1.0,6,6.736967086791992,36
2265,3874,1,1,16,26,12.0,12.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,404,0,45.0,123.0,1.0,1.0,4,6.001414775848389,16
2266,3879,1,1,15,32,,12.0,92010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,553,0,40.0,,1.0,1.0,11,6.3153581619262695,121
2267,3880,1,1,18,31,18.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1014,0,45.0,116.0,1.0,1.0,7,6.921658039093018,49
2268,3883,1,1,16,29,8.0,4.0,601550,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,325,0,44.0,114.0,6.0,1.0,7,5.783825397491455,49
2269,3885,1,1,15,30,12.0,8.0,147046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,771,0,34.0,91.0,1.0,1.0,9,6.647688388824463,81
2270,3887,1,1,14,24,12.0,13.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,700,0,28.0,125.0,1.0,1.0,4,6.551080226898193,16
2271,3889,1,1,17,24,13.0,7.0,94710,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,548,1,42.0,126.0,6.0,1.0,1,6.306275367736816,1
2272,3890,1,1,16,26,0.0,5.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625,0,43.0,101.0,6.0,1.0,4,6.437751770019531,16
2273,3891,1,1,16,28,12.0,7.0,97090,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,911,0,33.0,101.0,1.0,0.0,6,6.814542770385742,36
2274,3895,0,1,12,33,16.0,16.0,377198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,745,0,44.0,116.0,1.0,1.0,15,6.613384246826172,225
2275,3896,0,1,12,24,12.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,674,0,18.0,103.0,1.0,0.0,6,6.513230323791504,36
2276,3897,0,0,16,28,12.0,12.0,390229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,817,0,49.0,113.0,1.0,0.0,6,6.705638885498047,36
2277,3899,1,1,15,25,,10.0,420616,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,770,0,42.0,111.0,1.0,1.0,4,6.646390438079834,16
2278,3900,1,1,15,27,8.0,9.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,727,0,38.0,116.0,1.0,1.0,6,6.588926315307617,36
2279,3902,1,1,12,24,8.0,9.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,666,0,25.0,,1.0,1.0,6,6.5012898445129395,36
2280,3903,1,1,14,27,,12.0,389410,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,688,0,32.0,94.0,1.0,1.0,7,6.533788681030273,49
2281,3906,1,1,14,26,16.0,13.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,560,1,38.0,108.0,6.0,1.0,6,6.32793664932251,36
2282,3908,1,1,16,28,13.0,14.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,500,0,42.0,123.0,1.0,1.0,6,6.214608192443848,36
2283,3912,1,1,14,28,,,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,670,0,42.0,,6.0,1.0,8,6.507277488708496,64
2284,3915,1,1,12,34,9.0,9.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,962,0,36.0,,1.0,1.0,16,6.869014263153076,256
2285,3918,1,1,16,28,,12.0,389410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,726,0,38.0,109.0,1.0,1.0,6,6.587550163269043,36
2286,3927,1,1,16,33,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,962,0,36.0,124.0,1.0,1.0,11,6.869014263153076,121
2287,3928,1,1,17,33,12.0,14.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,615,1,42.0,89.0,1.0,1.0,10,6.421622276306152,100
2288,3929,1,1,13,32,12.0,10.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1154,0,35.0,114.0,1.0,0.0,13,7.050989627838135,169
2289,3931,1,1,13,29,14.0,8.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,675,0,35.0,121.0,1.0,1.0,10,6.514712810516357,100
2290,3933,1,1,12,26,,10.0,389410,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,422,0,37.0,103.0,1.0,1.0,8,6.0450053215026855,64
2291,3934,1,1,12,25,12.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1063,0,19.0,96.0,6.0,1.0,7,6.968850612640381,49
2292,3939,1,1,18,33,15.0,14.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1175,0,54.0,117.0,6.0,1.0,9,7.069023609161377,81
2293,3940,1,1,15,27,12.0,,389410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,852,1,36.0,108.0,1.0,1.0,6,6.747586727142334,36
2294,3941,1,1,12,24,12.0,,378554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,610,0,24.0,,1.0,1.0,6,6.413458824157715,36
2295,3943,1,1,18,33,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,423,0,43.0,,1.0,1.0,9,6.047372341156006,81
2296,3945,1,1,12,29,8.0,12.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,0,40.0,100.0,1.0,1.0,11,7.090076923370361,121
2297,3946,1,1,14,34,15.0,10.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1029,0,46.0,,1.0,1.0,14,6.936342716217041,196
2298,3952,1,1,14,28,12.0,,389410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,550,0,30.0,104.0,4.0,1.0,8,6.309918403625488,64
2299,3953,1,1,15,31,12.0,12.0,508712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,801,0,36.0,91.0,6.0,0.0,10,6.685861110687256,100
2300,3954,1,1,12,31,,11.0,508712,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,543,0,31.0,97.0,1.0,1.0,13,6.297109127044678,169
2301,3955,1,1,9,31,8.0,11.0,565236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,350,0,18.0,,3.0,1.0,16,5.857933044433594,256
2302,3957,1,1,14,32,,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,750,0,33.0,94.0,4.0,1.0,12,6.620073318481445,144
2303,3958,1,1,14,34,12.0,10.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,450,0,36.0,103.0,1.0,1.0,14,6.10924768447876,196
2304,3961,1,1,14,24,12.0,9.0,420616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,600,0,26.0,,6.0,1.0,4,6.396929740905762,16
2305,3963,1,1,12,33,7.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,855,0,44.0,101.0,5.0,0.0,15,6.751101493835449,225
2306,3967,1,1,14,26,14.0,8.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,728,0,30.0,94.0,1.0,0.0,6,6.590301036834717,36
2307,3968,1,1,12,34,12.0,11.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,693,0,38.0,112.0,4.0,1.0,16,6.541029930114746,256
2308,3969,1,1,10,27,12.0,12.0,389410,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1025,0,24.0,73.0,4.0,0.0,11,6.932447910308838,121
2309,3973,1,1,14,28,8.0,8.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1154,1,32.0,104.0,1.0,1.0,8,7.050989627838135,64
2310,3974,1,1,16,32,15.0,18.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,983,0,48.0,,1.0,1.0,10,6.890609264373779,100
2311,3975,1,1,15,34,3.0,0.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,727,0,34.0,105.0,4.0,0.0,13,6.588926315307617,169
2312,3978,1,1,14,34,10.0,11.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,535,0,38.0,106.0,1.0,1.0,14,6.282266616821289,196
2313,3979,1,1,12,25,11.0,11.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,532,0,39.0,101.0,1.0,1.0,7,6.2766432762146,49
2314,3982,1,1,13,26,10.0,11.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,289,1,28.0,86.0,6.0,1.0,7,5.666426658630371,49
2315,3983,1,1,17,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,313,1,36.0,119.0,6.0,1.0,3,5.746203422546387,9
2316,3984,1,1,13,24,13.0,16.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,404,0,24.0,83.0,6.0,1.0,5,6.001414775848389,25
2317,3986,1,1,18,30,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1100,0,43.0,114.0,1.0,1.0,6,7.003065586090088,36
2318,3987,1,1,12,27,2.0,2.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,660,0,36.0,104.0,1.0,1.0,9,6.492239952087402,81
2319,3988,1,1,12,32,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,433,0,44.0,99.0,1.0,0.0,14,6.070737838745117,196
2320,3989,1,1,17,27,18.0,16.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,400,1,37.0,126.0,5.0,1.0,4,5.991464614868164,16
2321,3993,1,1,15,26,18.0,13.0,432678,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,263,0,36.0,101.0,6.0,1.0,5,5.5721540451049805,25
2322,3994,1,1,13,34,12.0,12.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,400,0,45.0,,1.0,1.0,15,5.991464614868164,225
2323,3997,1,1,16,34,15.0,18.0,376407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,577,0,40.0,109.0,1.0,1.0,12,6.357842445373535,144
2324,3998,1,1,12,24,13.0,13.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,433,0,35.0,110.0,6.0,1.0,6,6.070737838745117,36
2325,4000,1,1,17,25,18.0,12.0,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,470,0,39.0,104.0,1.0,0.0,2,6.152732849121094,4
2326,4001,1,1,17,25,12.0,14.0,378554,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,255,1,30.0,118.0,1.0,1.0,2,5.541263580322266,4
2327,4002,1,1,12,26,12.0,12.0,389410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,625,0,28.0,,1.0,1.0,8,6.437751770019531,64
2328,4005,1,1,13,34,12.0,,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,670,1,48.0,103.0,6.0,1.0,15,6.507277488708496,225
2329,4007,1,1,12,30,12.0,12.0,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1049,0,36.0,90.0,1.0,1.0,12,6.955592632293701,144
2330,4012,1,1,17,34,,4.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1846,0,49.0,98.0,1.0,1.0,11,7.520776271820068,121
2331,4013,1,1,15,33,16.0,12.0,418230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,769,0,46.0,112.0,1.0,1.0,12,6.6450910568237305,144
2332,4015,1,1,11,34,,,139101,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,688,0,37.0,64.0,1.0,,17,6.533788681030273,289
2333,4018,1,1,15,24,15.0,12.0,379350,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,650,0,25.0,,1.0,1.0,3,6.476972579956055,9
2334,4019,1,1,16,26,13.0,18.0,390229,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,479,0,39.0,128.0,1.0,1.0,4,6.171700477600098,16
2335,4027,1,0,16,24,16.0,13.0,440484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,341,0,40.0,113.0,1.0,1.0,2,5.831882476806641,4
2336,4029,1,0,14,32,10.0,12.0,389423,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,906,0,46.0,102.0,1.0,1.0,12,6.809039115905762,144
2337,4031,1,0,12,33,7.0,8.0,432693,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,351,0,33.0,93.0,5.0,1.0,15,5.860786437988281,225
2338,4033,0,0,12,29,8.0,9.0,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,775,0,40.0,92.0,1.0,0.0,11,6.652863025665283,121
2339,4034,0,0,12,26,8.0,9.0,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,700,0,35.0,124.0,1.0,0.0,8,6.551080226898193,64
2340,4036,0,0,16,26,12.0,12.0,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,592,0,39.0,119.0,1.0,1.0,4,6.383506774902344,16
2341,4037,0,0,12,24,8.0,11.0,391645,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740,0,25.0,,,1.0,6,6.606650352478027,36
2342,4039,0,0,12,27,10.0,8.0,447641,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,533,0,34.0,96.0,1.0,1.0,9,6.278521537780762,81
2343,4040,0,0,16,25,18.0,13.0,323633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,417,0,32.0,110.0,6.0,1.0,3,6.03308629989624,9
2344,4041,0,0,18,34,12.0,12.0,321797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1394,0,40.0,118.0,1.0,1.0,10,7.239932537078857,100
2345,4043,0,0,12,34,8.0,10.0,321797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,548,0,42.0,96.0,1.0,1.0,16,6.306275367736816,256
2346,4044,0,1,11,24,11.0,12.0,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,657,0,27.0,80.0,1.0,1.0,7,6.48768424987793,49
2347,4046,0,1,12,25,10.0,12.0,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,572,0,39.0,,1.0,1.0,7,6.349139213562012,49
2348,4047,0,1,13,29,,12.0,434907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,624,0,36.0,137.0,1.0,0.0,10,6.436150550842285,100
2349,4048,0,1,16,31,15.0,12.0,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,442,0,38.0,113.0,1.0,1.0,9,6.091310024261475,81
2350,4050,0,1,15,27,12.0,12.0,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,577,0,41.0,93.0,1.0,1.0,6,6.357842445373535,36
2351,4051,0,1,13,27,12.0,12.0,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,540,0,34.0,93.0,1.0,1.0,8,6.291569232940674,64
2352,4052,0,1,15,30,9.0,12.0,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,0,42.0,116.0,6.0,1.0,9,6.734591484069824,81
2353,4061,1,0,14,29,,8.0,434907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,724,1,34.0,106.0,6.0,1.0,9,6.58479118347168,81
2354,4063,1,0,13,26,6.0,11.0,332914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,557,1,22.0,,1.0,1.0,7,6.322565078735352,49
2355,4064,1,0,13,24,,,323633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,334,1,14.0,,1.0,1.0,5,5.811141014099121,25
2356,4066,1,0,15,24,10.0,14.0,323633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,510,0,33.0,,6.0,1.0,3,6.234410762786865,9
2357,4067,1,0,12,31,8.0,12.0,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,31.0,69.0,1.0,0.0,13,6.357842445373535,169
2358,4074,1,0,12,29,2.0,6.0,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,511,0,36.0,78.0,1.0,1.0,11,6.236369609832764,121
2359,4078,0,1,15,25,9.0,7.0,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,311,1,28.0,87.0,1.0,1.0,4,5.739792823791504,16
2360,4079,0,1,12,34,8.0,8.0,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,577,0,41.0,99.0,1.0,1.0,16,6.357842445373535,256
2361,4081,0,1,12,34,,12.0,357552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,670,0,40.0,,1.0,1.0,16,6.507277488708496,256
2362,4082,0,1,12,27,12.0,16.0,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,631,0,33.0,92.0,1.0,1.0,9,6.447305679321289,81
2363,4083,0,1,16,25,12.0,16.0,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,666,0,23.0,113.0,4.0,1.0,3,6.5012898445129395,9
2364,4087,0,1,14,27,12.0,12.0,369904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,400,0,38.0,119.0,1.0,1.0,7,5.991464614868164,49
